Observation;Block;Column;Row;Treatment;Soil;Week;Plant Number;Af;Bb;Mp;Het;Thr;c.bug;Bem;Bem (instar);Bem(egg);Total_Sucking Herbivores;Total_specialist_sucking Herbivores;Total_generalist_sucking Herbivore 
12;9;25;11;MW;Pot;16;45;0;9;0;0;0;0;5;0;50;64;9;0
12;9;25;16;BSF;Pot;16;45;0;4;0;0;0;0;0;0;0;4;4;0
12;9;25;17;CHI;Field;16;44;0;17;2;0;0;0;0;0;0;19;17;2
12;9;26;3;CO;Pot;16;45;0;75;0;0;0;0;0;0;0;75;75;0
12;9;26;5;CHI;Pot;16;32;0;24;9;0;0;0;0;0;0;33;24;9
12;9;26;6;HC;Pot;16;35;0;23;0;0;0;0;0;0;3;26;23;0
12;9;26;7;BSF;Field;16;46;0;0;0;0;0;0;0;0;0;0;0;0
12;9;26;10;MW;Field;16;45;0;19;0;0;0;0;0;0;0;19;19;0
12;9;26;12;BSF;Field;16;44;0;150;0;0;0;0;0;0;0;150;150;0
12;9;26;13;CO;Field;16;44;0;4;0;0;0;0;0;0;0;4;4;0
12;9;26;14;CHI;Pot;16;37;0;22;0;0;0;0;0;0;0;22;22;0
12;9;26;15;MAN;Field;16;39;0;54;0;0;0;0;0;0;6;60;54;0
12;9;27;4;MAN;Pot;16;34;0;3;0;0;0;0;0;0;0;3;3;0
12;9;27;6;CO;Pot;16;32;0;0;7;0;0;0;0;0;0;7;0;7
12;9;27;7;MAN;Field;16;38;0;75;0;0;0;0;1;0;0;76;75;0
12;9;27;8;MW;Field;16;40;0;4;0;0;0;0;0;0;0;4;4;0
12;9;27;11;HC;Pot;16;38;0;0;0;0;0;0;1;0;6;7;0;0
12;9;27;14;CHI;Field;16;38;0;0;1;0;0;0;0;0;9;10;0;1
12;9;27;16;CO;Field;16;49;0;11;0;0;0;0;0;0;0;11;11;0
12;9;27;17;HC;Field;16;32;0;3;0;0;0;0;0;0;12;15;3;0
12;10;28;4;HC;Pot;16;48;0;5;0;0;0;0;0;0;0;5;5;0
12;10;28;6;CO;Pot;16;37;;;;;;;;;;0;0;0
12;10;28;7;MAN;Pot;16;49;0;75;0;0;0;0;0;0;0;75;75;0
12;10;28;15;MW;Pot;16;40;0;5;0;0;0;0;2;0;5;12;5;0
12;10;28;16;MAN;Field;16;31;0;7;0;0;0;0;0;0;0;7;7;0
12;10;28;17;HC;Field;16;40;0;3;0;0;0;0;0;0;0;3;3;0
12;10;29;2;CHI;Pot;16;50;0;48;0;0;0;0;2;0;21;71;48;0
12;10;29;3;MAN;Field;16;44;0;52;0;0;0;0;1;0;0;53;52;0
12;10;29;4;CO;Field;16;48;0;75;0;0;0;0;1;0;0;76;75;0
12;10;29;9;BSF;Field;16;45;0;9;0;0;0;0;0;0;0;9;9;0
12;10;29;11;BSF;Field;16;37;0;7;0;0;0;0;0;0;0;7;7;0
12;10;29;12;CO;Pot;16;41;0;18;0;0;0;0;0;0;0;18;18;0
12;10;29;15;MW;Field;16;46;0;150;0;0;0;0;0;0;8;158;150;0
12;10;29;17;CHI;Field;16;32;0;4;5;0;0;0;0;0;0;9;4;5
12;10;30;2;MW;Pot;16;48;0;24;0;0;1;0;0;0;0;25;24;0
12;10;30;7;CO;Field;16;36;0;15;6;0;0;0;0;0;0;21;15;6
12;10;30;8;BSF;Pot;16;47;0;75;0;0;0;0;0;0;0;75;75;0
12;10;30;10;HC;Field;16;48;0;0;0;0;0;0;1;0;0;1;0;0
12;10;30;11;CHI;Field;16;47;0;2;0;0;0;0;0;0;7;9;2;0
12;10;30;16;MAN;Pot;16;32;0;7;0;0;0;0;0;0;0;7;7;0
12;10;30;17;MW;Field;16;49;0;3;0;0;0;0;0;0;0;3;3;0
12;11;31;5;MW;Pot;16;37;0;0;0;0;0;0;0;0;0;0;0;0
12;11;31;11;HC;Field;16;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
12;11;31;12;CHI;Field;16;43;0;0;0;0;0;0;0;0;0;0;0;0
12;11;31;13;MAN;Field;16;37;0;46;0;0;0;0;0;0;0;46;46;0
12;11;31;15;MW;Pot;16;39;0;75;24;0;0;0;0;0;0;99;75;24
12;11;31;16;BSF;Field;16;36;0;32;0;0;0;0;0;0;16;48;32;0
12;11;32;1;BSF;Pot;16;44;0;24;0;0;2;0;0;0;0;26;24;0
12;11;32;6;HC;Pot;16;50;0;48;0;0;0;0;0;0;0;48;48;0
12;11;32;8;CHI;Pot;16;46;0;3;0;0;0;0;0;0;0;3;3;0
12;11;32;13;BSF;Pot;16;33;0;18;0;0;0;0;0;0;0;18;18;0
12;11;32;15;MAN;Pot;16;39;0;150;0;0;0;0;0;0;0;150;150;0
12;11;32;16;MAN;Pot;16;31;0;42;0;0;0;0;0;0;8;50;42;0
12;11;33;1;HC;Field;16;45;0;5;0;0;0;0;0;0;0;5;5;0
12;11;33;2;MW;Field;16;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
12;11;33;3;CO;Pot;16;35;0;47;0;0;0;0;0;0;0;47;47;0
12;11;33;4;CHI;Pot;16;42;0;7;0;0;0;0;0;0;0;7;7;0
12;11;33;12;CO;Field;16;58;0;5;0;0;0;0;0;0;0;5;5;0
12;11;33;17;CHI;Pot;16;61;0;11;0;0;0;0;0;0;0;11;11;0
12;12;34;1;MW;Pot;16;46;0;21;0;0;0;0;0;0;0;21;21;0
12;12;34;3;MAN;Field;16;67;0;16;0;0;0;0;0;0;0;16;16;0
12;12;34;4;BSF;Pot;16;50;0;39;0;0;0;0;0;0;0;39;39;0
12;12;34;5;BSF;Field;16;31;0;75;0;0;0;0;0;0;0;75;75;0
12;12;34;6;HC;Pot;16;40;0;4;0;0;0;0;0;0;0;4;4;0
12;12;34;9;MAN;Pot;16;56;0;10;0;0;0;0;0;0;0;10;10;0
12;12;34;10;MW;Field;16;35;0;75;0;0;0;0;0;0;0;75;75;0
12;12;34;11;MW;Field;16;64;0;6;0;0;0;0;0;0;4;10;6;0
12;12;34;13;MAN;Field;16;45;0;0;10;0;1;0;2;0;17;30;0;10
12;12;34;14;CO;Pot;16;43;0;5;0;0;0;0;1;0;0;6;5;0
12;12;35;1;CO;Field;16;35;0;150;0;0;0;0;0;0;0;150;150;0
12;12;35;4;HC;Pot;16;56;0;75;0;0;0;0;0;0;0;75;75;0
12;12;35;7;CHI;Pot;16;39;0;0;5;0;0;0;0;0;0;5;0;5
12;12;35;13;HC;Field;16;54;0;0;0;0;0;0;0;0;0;0;0;0
12;12;36;1;CHI;Field;16;39;0;36;0;0;0;0;0;0;0;36;36;0
12;12;36;3;MAN;Field;16;63;0;9;2;0;0;0;0;0;0;11;9;2
12;12;36;5;CO;Pot;16;42;0;0;0;0;0;0;0;0;0;0;0;0
12;12;36;9;CHI;Pot;16;62;0;6;0;0;0;0;0;0;0;6;6;0
12;12;36;11;BSF;Pot;16;52;0;6;0;0;0;0;0;0;0;6;6;0
12;12;36;15;CHI;Field;16;53;0;36;0;0;0;0;0;0;0;36;36;0
12;12;36;16;MW;Pot;16;68;0;41;0;0;0;0;0;0;0;41;41;0
12;13;37;1;HC;Pot;16;54;0;31;3;0;0;0;1;0;0;35;31;3
12;13;37;2;CO;Pot;16;50;0;12;1;0;0;0;0;0;0;13;12;1
12;13;37;3;BSF;Field;16;64;0;6;9;0;0;0;1;0;4;20;6;9
12;13;37;4;CO;Field;16;68;0;56;0;0;0;0;0;0;0;56;56;0
12;13;37;9;BSF;Field;16;67;0;0;0;0;0;0;0;0;0;0;0;0
12;13;37;10;MAN;Pot;16;61;0;7;0;0;0;0;0;0;0;7;7;0
12;13;37;11;MW;Field;16;33;0;4;0;0;0;0;0;0;0;4;4;0
12;13;37;12;CO;Field;16;51;0;2;0;0;0;0;0;0;0;2;2;0
12;13;38;1;BSF;Pot;16;51;0;5;2;0;0;0;0;0;0;7;5;2
12;13;38;6;CHI;Pot;16;69;0;13;0;0;0;0;0;0;0;13;13;0
12;13;38;11;BSF;Pot;16;70;0;27;0;0;0;0;0;0;0;27;27;0
12;13;38;14;CHI;Field;16;62;0;4;0;0;0;0;0;0;0;4;4;0
12;13;38;15;MW;Field;16;65;0;8;2;0;0;0;3;0;21;34;8;2
12;13;38;16;MAN;Pot;16;64;0;7;0;0;0;0;1;0;0;8;7;0
12;13;39;5;MW;Pot;16;55;0;5;0;0;0;0;0;0;0;5;5;0
12;13;39;9;CHI;Pot;16;58;0;0;0;0;0;0;0;0;0;0;0;0
12;13;39;15;CO;Pot;16;58;0;5;1;0;0;0;0;0;0;6;5;1
13;1;1;1;MW;Pot;16;44;0;29;0;0;0;0;0;0;0;29;29;0
13;1;1;5;MAN;Field;16;42;0;2;0;0;0;0;0;0;0;2;2;0
13;1;1;8;MAN;Field;16;46;0;4;1;0;0;0;0;0;0;5;4;1
13;1;1;11;HC;Field;16;46;0;2;0;0;0;0;1;0;0;3;2;0
13;1;1;12;CHI;Pot;16;43;0;0;0;0;0;0;0;0;0;0;0;0
13;1;1;13;BSF;Field;16;41;0;32;0;0;0;0;1;0;0;33;32;0
13;1;1;16;HC;Pot;16;37;0;75;0;0;0;0;0;0;0;75;75;0
13;1;1;17;CO;Pot;16;46;0;0;0;0;0;0;0;0;0;0;0;0
13;1;2;1;HC;Pot;16;61;0;15;0;0;0;0;4;0;11;30;15;0
13;1;2;2;MW;Pot;16;36;0;75;0;0;0;0;0;0;0;75;75;0
13;1;2;4;MW;Field;16;38;0;8;0;0;0;0;0;0;0;8;8;0
13;1;2;5;BSF;Pot;16;39;0;15;0;0;0;0;0;0;0;15;15;0
13;1;2;9;CO;Pot;16;34;0;54;0;0;0;0;0;0;0;54;54;0
13;1;2;13;CHI;Pot;16;48;0;150;5;0;0;0;0;0;9;164;150;5
13;1;2;14;MAN;Pot;16;47;0;150;0;0;0;0;0;0;6;156;150;0
13;1;2;16;HC;Field;16;41;0;47;0;0;0;0;6;0;42;95;47;0
13;1;3;1;CHI;Field;16;41;0;43;0;0;0;0;0;0;4;47;43;0
13;1;3;4;CO;Pot;16;36;0;150;0;0;0;0;0;0;0;150;150;0
13;1;3;6;CO;Field;16;39;0;150;0;0;0;0;0;0;0;150;150;0
13;1;3;12;MW;Field;16;31;0;34;0;0;0;0;0;0;0;34;34;0
13;2;4;4;CO;Field;16;37;0;18;0;0;0;0;0;0;0;18;18;0
13;2;4;7;MW;Pot;16;50;0;41;0;0;0;0;0;0;21;62;41;0
13;2;4;8;CO;Field;16;46;0;18;0;0;0;0;0;0;0;18;18;0
13;2;4;11;MAN;Pot;16;42;0;75;0;0;0;0;1;0;7;83;75;0
13;2;4;12;CO;Pot;16;40;0;150;7;0;0;0;0;0;7;164;150;7
13;2;4;15;MW;Pot;16;49;1;10;0;0;0;0;0;0;0;11;10;1
13;2;4;16;HC;Field;16;31;0;75;0;0;0;0;0;0;13;88;75;0
13;2;5;2;BSF;Pot;16;31;0;2;0;0;0;0;0;0;0;2;2;0
13;2;5;8;BSF;Field;16;39;0;5;0;0;0;0;1;0;0;6;5;0
13;2;5;11;MW;Field;16;42;0;75;0;0;2;0;0;0;0;77;75;0
13;2;5;13;MAN;Field;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;2;5;14;CHI;Pot;16;41;0;75;0;0;0;0;0;0;0;75;75;0
13;2;5;15;HC;Pot;16;46;0;11;0;0;0;0;0;0;0;11;11;0
13;2;5;16;MAN;Pot;16;44;0;59;0;0;2;0;0;0;0;61;59;0
13;2;6;1;MAN;Pot;16;50;0;75;0;0;0;0;1;0;16;92;75;0
13;2;6;2;MAN;Field;16;50;0;75;0;0;0;0;0;0;0;75;75;0
13;2;6;4;HC;Pot;16;36;0;43;0;0;0;0;0;0;32;75;43;0
13;2;6;7;CHI;Field;16;40;0;0;0;0;0;0;0;0;0;0;0;0
13;2;6;8;BSF;Field;16;34;0;75;0;0;0;0;0;0;0;75;75;0
13;2;6;11;CO;Pot;16;47;0;42;3;0;0;0;0;0;0;45;42;3
13;2;6;15;CHI;Pot;16;47;0;150;1;0;0;0;0;0;0;151;150;1
13;3;7;5;BSF;Pot;16;32;0;38;0;0;0;0;1;0;14;53;38;0
13;3;7;9;CO;Field;16;38;0;36;0;0;0;0;0;0;0;36;36;0
13;3;7;11;BSF;Field;16;32;0;4;0;0;0;0;0;0;0;4;4;0
13;3;7;13;CHI;Field;16;36;0;43;4;0;0;0;0;0;0;47;43;4
13;3;7;15;CHI;Field;16;37;0;11;0;0;0;0;0;0;0;11;11;0
13;3;7;16;HC;Pot;16;45;0;75;0;0;0;0;0;0;0;75;75;0
13;3;8;4;HC;Field;16;49;0;11;0;0;0;0;0;0;0;11;11;0
13;3;8;6;HC;Pot;16;32;0;9;0;0;0;0;1;0;3;13;9;0
13;3;8;7;BSF;Field;16;47;0;75;2;0;0;0;1;0;22;100;75;2
13;3;8;8;MW;Field;16;36;0;0;0;0;0;0;1;0;0;1;0;0
13;3;8;11;MAN;Field;16;41;0;150;0;0;0;0;0;0;0;150;150;0
13;3;8;12;CHI;Pot;16;36;0;48;0;0;0;0;0;0;0;48;48;0
13;3;8;13;CO;Field;16;33;0;75;0;0;0;0;0;0;0;75;75;0
13;3;8;14;CHI;Pot;16;31;0;18;0;0;0;0;0;0;0;18;18;0
13;3;8;15;CHI;Pot;16;44;0;15;0;0;0;0;0;0;0;15;15;0
13;3;8;16;CO;Field;16;41;0;17;0;0;0;0;0;0;0;17;17;0
13;3;8;17;MAN;Field;16;32;0;22;0;0;0;0;0;0;0;22;22;0
13;3;9;1;CO;Pot;16;49;0;75;0;0;0;0;0;0;0;75;75;0
13;3;9;2;MAN;Pot;16;40;0;26;0;0;0;0;0;0;0;26;26;0
13;3;9;9;MW;Field;16;34;0;2;0;0;0;0;0;0;8;10;2;0
13;3;9;11;MW;Pot;16;43;0;75;0;0;0;0;0;0;0;75;75;0
13;3;9;13;BSF;Pot;16;42;0;4;0;0;0;0;0;0;0;4;4;0
13;3;9;15;MAN;Pot;16;43;0;75;0;0;0;0;2;0;0;77;75;0
13;4;10;1;MAN;Pot;16;33;0;16;0;0;0;0;0;0;0;16;16;0
13;4;10;3;HC;Field;16;47;0;75;0;0;1;0;0;0;0;76;75;0
13;4;10;5;MAN;Field;16;43;0;5;0;0;0;0;0;0;0;5;5;0
13;4;10;8;CHI;Field;16;33;0;7;2;0;0;0;0;0;0;9;7;2
13;4;10;10;HC;Pot;16;31;0;75;0;0;0;0;0;0;0;75;75;0
13;4;10;15;BSF;Field;16;38;0;3;0;0;0;0;0;0;0;3;3;0
13;4;10;17;BSF;Pot;16;40;0;150;0;0;0;0;0;0;8;158;150;0
13;4;11;2;HC;Field;16;37;0;150;0;0;0;0;0;0;0;150;150;0
13;4;11;5;CO;Pot;16;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;4;11;6;MW;Pot;16;47;0;75;12;0;0;0;0;0;0;87;75;12
13;4;11;7;CHI;Pot;16;33;0;3;0;0;0;0;0;0;0;3;3;0
13;4;11;8;BSF;Pot;16;36;0;75;0;0;0;0;0;0;0;75;75;0
13;4;11;11;CHI;Field;16;48;0;55;0;0;0;0;0;0;0;55;55;0
13;4;11;17;HC;Pot;16;43;0;29;0;0;0;0;0;0;0;29;29;0
13;4;12;5;CO;Field;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;4;12;8;MAN;Field;16;33;0;75;29;0;0;0;2;0;4;110;75;29
13;4;12;9;MW;Field;16;43;0;150;0;0;0;0;0;0;0;150;150;0
13;4;12;16;MAN;Pot;16;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;5;13;5;MAN;Field;16;36;0;15;7;0;0;0;0;0;0;22;15;7
13;5;13;7;MW;Pot;16;41;0;14;0;0;0;0;0;0;0;14;14;0
13;5;13;8;MW;Field;16;37;0;5;0;0;0;0;0;0;0;5;5;0
13;5;13;9;CO;Field;16;32;0;25;0;0;0;0;0;0;0;25;25;0
13;5;13;10;CHI;Field;16;35;0;8;0;0;0;0;0;0;0;8;8;0
13;5;13;11;MW;Field;16;47;0;39;0;0;0;0;0;0;0;39;39;0
13;5;13;13;MAN;Pot;16;41;0;38;0;0;0;0;0;0;12;50;38;0
13;5;13;15;BSF;Field;16;48;0;44;0;0;0;0;0;0;0;44;44;0
13;5;14;5;MW;Pot;16;34;0;75;0;0;0;0;0;0;0;75;75;0
13;5;14;6;BSF;Field;16;43;0;52;0;0;0;0;3;0;32;87;52;0
13;5;14;8;HC;Field;16;50;0;41;0;0;0;0;0;0;0;41;41;0
13;5;14;11;CHI;Field;16;31;0;75;5;0;0;0;0;0;0;80;75;5
13;5;14;12;BSF;Pot;16;43;0;34;0;0;0;0;0;0;0;34;34;0
13;5;14;14;CO;Field;16;31;0;22;0;0;0;0;1;0;0;23;22;0
13;5;14;17;MAN;Field;16;47;0;24;0;0;0;0;0;0;0;24;24;0
13;5;15;2;BSF;Pot;16;38;0;75;0;0;1;0;0;0;12;88;75;0
13;5;15;3;HC;Field;16;38;0;25;0;0;0;0;0;0;0;25;25;0
13;5;15;10;MAN;Pot;16;48;0;13;0;0;0;0;0;0;0;13;13;0
13;5;15;11;CHI;Pot;16;45;0;75;0;0;0;0;0;0;0;75;75;0
13;5;15;15;HC;Pot;16;39;0;75;0;0;0;0;0;0;38;113;75;0
13;5;15;16;CO;Pot;16;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;6;16;6;BSF;Pot;16;35;0;0;0;0;0;0;1;0;0;1;0;0
13;6;16;7;CO;Field;16;42;0;0;0;0;0;0;0;0;0;0;0;0
13;6;16;8;MAN;Pot;16;37;0;23;0;0;0;0;0;0;0;23;23;0
13;6;16;10;CHI;Field;16;50;0;0;0;0;0;0;0;0;0;0;0;0
13;6;16;11;HC;Pot;16;44;0;12;0;0;0;0;0;0;0;12;12;0
13;6;16;12;HC;Field;16;35;0;39;0;0;0;0;0;0;0;39;39;0
13;6;16;17;MAN;Pot;16;35;0;75;0;0;0;0;0;0;0;75;75;0
13;6;17;2;CHI;Field;16;34;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;6;17;3;CO;Pot;16;44;0;0;0;0;0;0;0;0;0;0;0;0
13;6;17;4;MW;Pot;16;38;0;31;0;0;0;0;0;0;0;31;31;0
13;6;17;6;CHI;Pot;16;49;0;150;0;0;0;0;2;0;28;180;150;0
13;6;17;9;HC;Field;16;42;0;75;0;0;0;0;0;0;0;75;75;0
13;6;17;14;CO;Field;16;45;0;39;0;0;0;0;0;0;0;39;39;0
13;6;17;15;BSF;Field;16;40;0;41;0;0;0;0;0;0;0;41;41;0
13;6;17;16;BSF;Pot;16;37;0;75;6;0;0;0;1;0;9;91;75;6
13;6;17;17;CHI;Field;16;46;0;75;0;0;0;0;0;0;0;75;75;0
13;6;18;5;CHI;Pot;16;38;0;75;0;0;0;0;0;0;0;75;75;0
13;6;18;6;MW;Field;16;41;0;4;0;0;0;0;0;0;0;4;4;0
13;6;18;7;MAN;Field;16;49;0;6;0;0;0;0;0;0;0;6;6;0
13;6;18;10;BSF;Field;16;35;0;33;0;0;0;0;0;0;0;33;33;0
13;6;18;12;CO;Pot;16;48;0;6;0;0;0;0;0;0;0;6;6;0
13;6;18;14;HC;Pot;16;47;0;3;0;0;0;0;0;0;0;3;3;0
13;7;19;1;MW;Field;16;44;0;5;0;0;0;0;0;0;0;5;5;0
13;7;19;7;MAN;Pot;16;36;0;75;0;0;0;0;0;0;0;75;75;0
13;7;19;11;HC;Field;16;33;0;12;0;0;0;0;0;0;0;12;12;0
13;7;19;15;BSF;Field;16;33;0;19;0;0;0;0;0;0;0;19;19;0
13;7;19;16;HC;Pot;16;42;0;75;0;0;0;0;0;0;0;75;75;0
13;7;19;17;CO;Field;16;50;0;12;0;0;0;0;0;0;0;12;12;0
13;7;20;1;CHI;Pot;16;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;7;20;3;CO;Field;16;47;0;75;0;0;0;0;0;0;0;75;75;0
13;7;20;5;HC;Pot;16;34;0;27;0;0;0;0;0;0;0;27;27;0
13;7;20;6;MW;Pot;16;35;0;26;0;0;0;0;0;0;0;26;26;0
13;7;20;11;CHI;Field;16;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;7;20;13;MAN;Field;16;40;0;22;0;0;0;0;0;0;0;22;22;0
13;7;20;16;MW;Field;16;50;0;75;0;0;0;0;0;0;0;75;75;0
13;7;20;17;BSF;Pot;16;48;0;150;0;0;0;0;0;0;0;150;150;0
13;7;21;5;BSF;Pot;16;46;0;24;0;0;0;0;1;0;14;39;24;0
13;7;21;7;MW;Pot;16;42;0;75;0;0;0;0;0;0;8;83;75;0
13;7;21;10;MAN;Field;16;35;0;150;0;0;0;0;0;0;0;150;150;0
13;7;21;11;BSF;Field;16;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;7;21;14;BSF;Field;16;42;0;31;0;0;0;0;0;0;0;31;31;0
13;8;22;6;CO;Field;16;43;0;2;0;0;0;0;0;0;0;2;2;0
13;8;22;8;HC;Pot;16;41;0;21;0;0;0;0;0;0;0;21;21;0
13;8;22;9;CO;Field;16;40;0;75;0;0;0;0;0;0;0;75;75;0
13;8;22;11;CO;Pot;16;31;0;24;5;0;0;0;0;0;0;29;24;5
13;8;22;12;MW;Pot;16;31;0;0;2;0;0;0;0;0;0;2;0;2
13;8;22;14;CHI;Field;16;45;0;75;0;0;0;0;0;0;0;75;75;0
13;8;23;1;BSF;Pot;16;34;0;150;0;0;0;0;1;0;28;179;150;0
13;8;23;3;MW;Field;16;39;0;75;0;0;0;0;1;0;0;76;75;0
13;8;23;13;HC;Pot;16;33;0;150;0;0;0;0;0;0;0;150;150;0
13;8;23;16;CHI;Field;16;42;0;28;0;0;0;0;6;0;6;40;28;0
13;8;24;2;MAN;Pot;16;46;0;8;0;0;0;0;0;0;0;8;8;0
13;8;24;3;CHI;Pot;16;34;0;7;0;0;0;0;0;0;0;7;7;0
13;8;24;5;CHI;Pot;16;35;0;8;0;0;0;0;0;0;0;8;8;0
13;8;24;6;BSF;Pot;16;49;0;42;0;0;0;0;0;0;0;42;42;0
13;8;24;7;HC;Field;16;34;0;9;0;0;0;0;0;0;0;9;9;0
13;8;24;9;CO;Pot;16;33;0;75;0;0;0;0;0;0;0;75;75;0
13;8;24;10;MAN;Pot;16;38;0;9;5;0;2;0;0;0;0;16;9;5
13;8;24;11;MW;Pot;16;32;0;5;0;0;0;0;0;0;0;5;5;0
13;8;24;12;BSF;Field;16;49;0;75;2;0;0;0;0;0;0;77;75;2
13;8;24;13;MW;Field;16;48;0;4;0;0;0;0;0;0;0;4;4;0
13;8;24;14;MAN;Field;16;48;0;38;0;0;0;0;0;0;0;38;38;0
13;9;25;3;HC;Field;16;43;0;75;0;0;0;0;0;0;0;75;75;0
13;9;25;4;MW;Pot;16;33;0;0;0;0;0;0;0;0;0;0;0;0
13;9;25;6;HC;Pot;16;49;0;150;0;0;0;0;0;0;0;150;150;0
13;9;25;7;BSF;Pot;16;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;9;25;11;MW;Pot;16;45;0;13;2;0;0;0;0;0;8;23;13;2
13;9;25;16;BSF;Pot;16;45;0;0;0;0;0;0;0;0;0;0;0;0
13;9;25;17;CHI;Field;16;44;0;75;0;0;0;0;0;0;0;75;75;0
13;9;26;3;CO;Pot;16;45;0;75;0;0;0;0;0;0;0;75;75;0
13;9;26;5;CHI;Pot;16;32;0;6;3;0;0;0;0;0;0;9;6;3
13;9;26;6;HC;Pot;16;35;0;7;2;0;0;0;0;0;0;9;7;2
13;9;26;7;BSF;Field;16;46;0;22;0;0;0;0;0;0;0;22;22;0
13;9;26;10;MW;Field;16;45;0;75;0;0;0;0;0;0;0;75;75;0
13;9;26;12;BSF;Field;16;44;0;150;1;0;0;0;0;0;0;151;150;1
13;9;26;13;CO;Field;16;44;0;0;0;0;0;0;0;0;0;0;0;0
13;9;26;14;CHI;Pot;16;37;0;24;0;0;0;0;0;0;0;24;24;0
13;9;26;15;MAN;Field;16;39;0;15;0;0;0;0;1;0;17;33;15;0
13;9;27;4;MAN;Pot;16;34;0;0;2;0;0;0;4;0;6;12;0;2
13;9;27;6;CO;Pot;16;32;0;32;0;0;0;0;0;0;0;32;32;0
13;9;27;7;MAN;Field;16;38;0;75;4;0;0;0;0;0;0;79;75;4
13;9;27;8;MW;Field;16;40;0;18;0;0;0;0;0;0;0;18;18;0
13;9;27;11;HC;Pot;16;38;0;32;0;0;0;0;0;0;0;32;32;0
13;9;27;14;CHI;Field;16;38;0;11;0;0;0;0;0;0;0;11;11;0
13;9;27;16;CO;Field;16;49;0;0;0;0;0;0;0;0;0;0;0;0
13;9;27;17;HC;Field;16;32;0;6;0;0;0;0;1;0;0;7;6;0
13;10;28;4;HC;Pot;16;48;0;75;0;0;0;0;0;0;0;75;75;0
13;10;28;6;CO;Pot;16;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;10;28;7;MAN;Pot;16;49;0;3;0;0;0;0;0;0;0;3;3;0
13;10;28;15;MW;Pot;16;40;0;4;0;0;0;0;0;0;0;4;4;0
13;10;28;16;MAN;Field;16;31;0;0;0;0;0;0;1;0;0;1;0;0
13;10;28;17;HC;Field;16;40;0;0;0;0;0;0;0;0;0;0;0;0
13;10;29;2;CHI;Pot;16;50;0;21;0;0;0;0;6;0;12;39;21;0
13;10;29;3;MAN;Field;16;44;0;5;0;0;0;0;1;0;14;20;5;0
13;10;29;4;CO;Field;16;48;0;39;0;0;0;0;2;0;8;49;39;0
13;10;29;9;BSF;Field;16;45;0;11;0;0;0;0;0;0;0;11;11;0
13;10;29;11;BSF;Field;16;37;0;0;3;0;0;0;0;0;0;3;0;3
13;10;29;12;CO;Pot;16;41;0;36;0;0;0;0;0;0;6;42;36;0
13;10;29;15;MW;Field;16;46;0;75;2;0;0;0;0;0;17;94;75;2
13;10;29;17;CHI;Field;16;32;0;0;6;0;0;0;0;0;0;6;0;6
13;10;30;2;MW;Pot;16;48;0;75;0;0;0;0;0;0;0;75;75;0
13;10;30;7;CO;Field;16;36;0;48;0;0;0;0;0;0;0;48;48;0
13;10;30;8;BSF;Pot;16;47;0;22;0;0;0;0;0;0;0;22;22;0
13;10;30;10;HC;Field;16;48;0;4;7;0;0;0;0;0;0;11;4;7
13;10;30;11;CHI;Field;16;47;0;37;0;0;0;0;0;0;0;37;37;0
13;10;30;16;MAN;Pot;16;32;0;24;0;0;0;0;3;0;26;53;24;0
13;10;30;17;MW;Field;16;49;0;0;0;0;0;0;0;0;0;0;0;0
13;11;31;5;MW;Pot;16;37;0;3;0;0;0;0;0;0;0;3;3;0
13;11;31;11;HC;Field;16;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
13;11;31;12;CHI;Field;16;43;0;1;0;0;0;0;0;0;0;1;1;0
13;11;31;13;MAN;Field;16;37;0;150;0;0;0;0;0;0;0;150;150;0
13;11;31;15;MW;Pot;16;39;0;33;0;0;0;0;0;0;0;33;33;0
13;11;31;16;BSF;Field;16;36;0;0;0;0;0;0;3;0;21;24;0;0
13;11;32;1;BSF;Pot;16;44;0;27;0;0;0;0;0;0;0;27;27;0
13;11;32;6;HC;Pot;16;50;0;75;0;0;0;0;0;0;0;75;75;0
13;11;32;8;CHI;Pot;16;46;0;2;0;0;0;0;0;0;0;2;2;0
13;11;32;13;BSF;Pot;16;33;0;22;0;0;0;0;1;0;0;23;22;0
13;11;32;15;MAN;Pot;16;39;0;37;3;0;0;0;6;23;28;97;37;3
13;11;32;16;MAN;Pot;16;31;0;75;0;0;0;0;0;0;21;96;75;0
13;11;33;1;HC;Field;16;45;0;9;0;0;0;0;0;0;0;9;9;0
