Label;Observation;Block;Column;Row;Treatment;Soil;Harvest;Plant_Number
MAN_Field_week.16_plant.38_obs3;3;9;27;7;MAN;Field;16;38
HC_Pot_week.16_plant.38_obs3;3;9;27;11;HC;Pot;16;38
MW_Pot_week.16_plant.39_obs3;3;11;31;15;MW;Pot;16;39
MAN_Pot_week.16_plant.56_obs3;3;12;34;9;MAN;Pot;16;56
CHI_Field_week.8_plant.11_obs4;4;2;5;5;CHI;Field;8;11
HC_Field_week.4_plant.8_obs1;1;1;1;3;HC;Field;4;8
CHI_Field_week.4_plant.8_obs1;1;1;1;4;CHI;Field;4;8
MAN_Pot_week.4_plant.5_obs1;1;1;1;6;MAN;Pot;4;5
CO_Field_week.4_plant.5_obs1;1;1;1;10;CO;Field;4;5
BSF_Pot_week.4_plant.7_obs1;1;1;1;14;BSF;Pot;4;7
MAN_Field_week.4_plant.2_obs1;1;1;1;15;MAN;Field;4;2
CO_Pot_week.4_plant.1_obs1;1;1;2;3;CO;Pot;4;1
BSF_Field_week.4_plant.9_obs1;1;1;3;3;BSF;Field;4;9
MW_Pot_week.4_plant.2_obs1;1;1;3;17;MW;Pot;4;2
MAN_Field_week.4_plant.3_obs1;1;2;4;9;MAN;Field;4;3
MAN_Pot_week.4_plant.6_obs1;1;2;4;13;MAN;Pot;4;6
CO_Pot_week.4_plant.3_obs1;1;2;4;14;CO;Pot;4;3
HC_Field_week.4_plant.5_obs1;1;2;4;17;HC;Field;4;5
CO_Field_week.4_plant.8_obs1;1;2;5;7;CO;Field;4;8
HC_Pot_week.4_plant.3_obs1;1;2;5;12;HC;Pot;4;3
CHI_Field_week.4_plant.4_obs1;1;2;6;5;CHI;Field;4;4
CHI_Pot_week.4_plant.9_obs1;1;2;6;6;CHI;Pot;4;9
BSF_Pot_week.4_plant.5_obs1;1;2;6;9;BSF;Pot;4;5
MW_Field_week.4_plant.8_obs1;1;2;6;10;MW;Field;4;8
BSF_Field_week.4_plant.5_obs1;1;2;6;16;BSF;Field;4;5
MW_Pot_week.4_plant.7_obs1;1;3;7;3;MW;Pot;4;7
HC_Pot_week.4_plant.5_obs1;1;3;7;8;HC;Pot;4;5
BSF_Field_week.4_plant.4_obs1;1;3;7;17;BSF;Field;4;4
MW_Field_week.4_plant.6_obs1;1;3;8;2;MW;Field;4;6
CO_Field_week.4_plant.19_obs1;1;3;8;10;CO;Field;4;19
CHI_Pot_week.4_plant.6_obs1;1;3;9;5;CHI;Pot;4;6
MAN_Pot_week.4_plant.1_obs1;1;3;9;12;MAN;Pot;4;1
CHI_Pot_week.4_plant.4_obs1;1;4;10;11;CHI;Pot;4;4
MAN_Field_week.4_plant.1_obs1;1;4;10;12;MAN;Field;4;1
MW_Field_week.4_plant.4_obs1;1;4;10;13;MW;Field;4;4
HC_Field_week.4_plant.1_obs1;1;4;10;14;HC;Field;4;1
BSF_Field_week.4_plant.3_obs1;1;4;11;3;BSF;Field;4;3
CO_Pot_week.4_plant.5_obs1;1;4;11;13;CO;Pot;4;5
MW_Pot_week.4_plant.9_obs1;1;4;12;1;MW;Pot;4;9
CO_Field_week.4_plant.1_obs1;1;4;12;2;CO;Field;4;1
CHI_Field_week.4_plant.7_obs1;1;4;12;7;CHI;Field;4;7
MAN_Pot_week.4_plant.7_obs1;1;4;12;10;MAN;Pot;4;7
MAN_Pot_week.4_plant.10_obs1;1;5;13;1;MAN;Pot;4;10
CO_Field_week.4_plant.10_obs1;1;5;13;4;CO;Field;4;10
BSF_Pot_week.4_plant.2_obs1;1;5;13;17;BSF;Pot;4;2
HC_Field_week.4_plant.2_obs1;1;5;14;2;HC;Field;4;2
MW_Pot_week.4_plant.10_obs1;1;5;15;7;MW;Pot;4;10
CHI_Pot_week.4_plant.2_obs1;1;5;15;8;CHI;Pot;4;2
MW_Field_week.4_plant.2_obs1;1;5;15;12;MW;Field;4;2
CO_Pot_week.4_plant.7_obs1;1;5;15;13;CO;Pot;4;7
HC_Pot_week.4_plant.2_obs1;1;5;15;14;HC;Pot;4;2
MAN_Field_week.4_plant.8_obs1;1;6;16;1;MAN;Field;4;8
CHI_Field_week.4_plant.3_obs1;1;6;16;3;CHI;Field;4;3
BSF_Pot_week.4_plant.1_obs1;1;6;16;5;BSF;Pot;4;1
CO_Pot_week.4_plant.2_obs1;1;6;17;5;CO;Pot;4;2
MW_Pot_week.4_plant.4_obs1;1;6;17;7;MW;Pot;4;4
CHI_Pot_week.4_plant.10_obs1;1;6;18;3;CHI;Pot;4;10
BSF_Field_week.4_plant.1_obs1;1;6;18;4;BSF;Field;4;1
HC_Pot_week.4_plant.6_obs1;1;6;18;13;HC;Pot;4;6
MW_Field_week.4_plant.1_obs1;1;6;18;16;MW;Field;4;1
MAN_Pot_week.4_plant.4_obs1;1;7;19;3;MAN;Pot;4;4
CHI_Field_week.4_plant.6_obs1;1;7;19;9;CHI;Field;4;6
MAN_Field_week.4_plant.5_obs1;1;7;19;10;MAN;Field;4;5
BSF_Pot_week.4_plant.4_obs1;1;7;19;12;BSF;Pot;4;4
CHI_Pot_week.4_plant.8_obs1;1;7;20;2;CHI;Pot;4;8
MW_Pot_week.4_plant.1_obs1;1;7;20;4;MW;Pot;4;1
CO_Field_week.4_plant.7_obs1;1;7;20;9;CO;Field;4;7
HC_Pot_week.4_plant.10_obs1;1;7;20;14;HC;Pot;4;10
HC_Field_week.4_plant.9_obs1;1;7;21;2;HC;Field;4;9
MW_Field_week.4_plant.5_obs1;1;7;21;4;MW;Field;4;5
CO_Pot_week.4_plant.8_obs1;1;7;21;12;CO;Pot;4;8
BSF_Field_week.4_plant.2_obs1;1;7;21;17;BSF;Field;4;2
HC_Field_week.4_plant.4_obs1;1;8;22;1;HC;Field;4;4
MAN_Pot_week.4_plant.8_obs1;1;8;22;16;MAN;Pot;4;8
BSF_Pot_week.4_plant.3_obs1;1;8;22;17;BSF;Pot;4;3
CHI_Pot_week.4_plant.5_obs1;1;8;23;2;CHI;Pot;4;5
MW_Pot_week.4_plant.8_obs1;1;8;23;6;MW;Pot;4;8
MAN_Field_week.4_plant.9_obs1;1;8;23;7;MAN;Field;4;9
BSF_Field_week.4_plant.6_obs1;1;8;23;9;BSF;Field;4;6
HC_Pot_week.4_plant.4_obs1;1;8;23;12;HC;Pot;4;4
CO_Pot_week.4_plant.4_obs1;1;8;23;17;CO;Pot;4;4
CO_Field_week.4_plant.2_obs1;1;8;24;1;CO;Field;4;2
CHI_Field_week.4_plant.1_obs1;1;8;24;17;CHI;Field;4;1
CO_Field_week.4_plant.9_obs1;1;9;25;8;CO;Field;4;9
MAN_Field_week.4_plant.6_obs1;1;9;25;13;MAN;Field;4;6
MAN_Pot_week.4_plant.3_obs1;1;9;27;1;MAN;Pot;4;3
MW_Field_week.4_plant.3_obs1;1;9;27;5;MW;Field;4;3
CHI_Field_week.4_plant.10_obs1;1;9;27;9;CHI;Field;4;10
CO_Pot_week.4_plant.9_obs1;1;9;27;10;CO;Pot;4;9
BSF_Field_week.4_plant.7_obs1;1;9;27;12;BSF;Field;4;7
HC_Pot_week.4_plant.9_obs1;1;9;27;13;HC;Pot;4;9
BSF_Pot_week.4_plant.9_obs1;1;10;28;1;BSF;Pot;4;9
BSF_Field_week.4_plant.8_obs1;1;10;28;9;BSF;Field;4;8
MW_Pot_week.4_plant.5_obs1;1;10;28;10;MW;Pot;4;5
CO_Field_week.4_plant.6_obs1;1;10;28;12;CO;Field;4;6
CHI_Field_week.4_plant.2_obs1;1;10;30;3;CHI;Field;4;2
HC_Field_week.4_plant.3_obs1;1;10;30;4;HC;Field;4;3
HC_Pot_week.4_plant.1_obs1;1;10;30;9;HC;Pot;4;1
CHI_Pot_week.4_plant.3_obs1;1;10;30;12;CHI;Pot;4;3
MAN_Pot_week.4_plant.9_obs1;1;10;30;13;MAN;Pot;4;9
MW_Field_week.4_plant.9_obs1;1;10;30;15;MW;Field;4;9
CHI_Field_week.4_plant.5_obs1;1;11;31;1;CHI;Field;4;5
MW_Field_week.4_plant.10_obs1;1;11;31;2;MW;Field;4;10
HC_Field_week.4_plant.7_obs1;1;11;31;6;HC;Field;4;7
MAN_Pot_week.4_plant.62_obs1;1;11;32;2;MAN;Pot;4;62
CHI_Pot_week.4_plant.1_obs1;1;11;32;3;CHI;Pot;4;1
HC_Field_week.4_plant.52_obs1;1;11;33;5;HC;Field;4;52
CO_Pot_week.4_plant.10_obs1;1;11;33;7;CO;Pot;4;10
BSF_Pot_week.4_plant.10_obs1;1;11;33;10;BSF;Pot;4;10
BSF_Field_week.4_plant.10_obs1;1;11;33;13;BSF;Field;4;10
MW_Pot_week.4_plant.3_obs1;1;11;33;15;MW;Pot;4;3
MAN_Field_week.4_plant.7_obs1;1;11;33;16;MAN;Field;4;7
MAN_Field_week.4_plant.4_obs1;1;12;34;16;MAN;Field;4;4
HC_Pot_week.4_plant.7_obs1;1;12;35;3;HC;Pot;4;7
CO_Field_week.4_plant.3_obs1;1;12;35;5;CO;Field;4;3
MW_Pot_week.4_plant.6_obs1;1;12;35;6;MW;Pot;4;6
BSF_Field_week.4_plant.54_obs1;1;12;35;10;BSF;Field;4;54
MW_Field_week.4_plant.51_obs1;1;12;35;14;MW;Field;4;51
CHI_Field_week.4_plant.9_obs1;1;12;36;4;CHI;Field;4;9
HC_Field_week.4_plant.6_obs1;1;12;36;7;HC;Field;4;6
CO_Pot_week.4_plant.6_obs1;1;12;36;8;CO;Pot;4;6
CHI_Pot_week.4_plant.7_obs1;1;12;36;12;CHI;Pot;4;7
MAN_Pot_week.4_plant.2_obs1;1;12;36;14;MAN;Pot;4;2
CO_Field_week.4_plant.54_obs1;1;13;38;7;CO;Field;4;54
CO_Pot_week.4_plant.68_obs1;1;13;38;9;CO;Pot;4;68
MW_Field_week.4_plant.70_obs1;1;13;38;10;MW;Field;4;70
HC_Pot_week.4_plant.59_obs1;1;13;39;1;HC;Pot;4;59
MAN_Field_week.4_plant.56_obs1;1;13;39;4;MAN;Field;4;56
BSF_Pot_week.4_plant.8_obs1;1;13;39;10;BSF;Pot;4;8
CHI_Field_week.4_plant.51_obs1;1;13;39;13;CHI;Field;4;51
CHI_Pot_week.4_plant.60_obs1;1;13;39;14;CHI;Pot;4;60
HC_Field_week.4_plant.8_obs2;2;1;1;3;HC;Field;4;8
CHI_Field_week.4_plant.8_obs2;2;1;1;4;CHI;Field;4;8
MAN_Pot_week.4_plant.5_obs2;2;1;1;6;MAN;Pot;4;5
CO_Field_week.4_plant.5_obs2;2;1;1;10;CO;Field;4;5
BSF_Pot_week.4_plant.7_obs2;2;1;1;14;BSF;Pot;4;7
MAN_Field_week.4_plant.2_obs2;2;1;1;15;MAN;Field;4;2
BSF_Field_week.4_plant.9_obs2;2;1;3;3;BSF;Field;4;9
MW_Pot_week.4_plant.2_obs2;2;1;3;17;MW;Pot;4;2
MAN_Field_week.4_plant.3_obs2;2;2;4;9;MAN;Field;4;3
MAN_Pot_week.4_plant.6_obs2;2;2;4;13;MAN;Pot;4;6
CO_Pot_week.4_plant.3_obs2;2;2;4;14;CO;Pot;4;3
HC_Field_week.4_plant.5_obs2;2;2;4;17;HC;Field;4;5
CO_Field_week.4_plant.8_obs2;2;2;5;7;CO;Field;4;8
CHI_Field_week.4_plant.4_obs2;2;2;6;5;CHI;Field;4;4
CHI_Pot_week.4_plant.9_obs2;2;2;6;6;CHI;Pot;4;9
BSF_Pot_week.4_plant.5_obs2;2;2;6;9;BSF;Pot;4;5
MW_Field_week.4_plant.8_obs2;2;2;6;10;MW;Field;4;8
BSF_Field_week.4_plant.5_obs2;2;2;6;16;BSF;Field;4;5
MAN_Field_week.4_plant.10_obs2;2;3;7;2;MAN;Field;4;10
MW_Pot_week.4_plant.7_obs2;2;3;7;3;MW;Pot;4;7
HC_Pot_week.4_plant.5_obs2;2;3;7;8;HC;Pot;4;5
BSF_Field_week.4_plant.4_obs2;2;3;7;17;BSF;Field;4;4
MW_Field_week.4_plant.6_obs2;2;3;8;2;MW;Field;4;6
CO_Field_week.4_plant.19_obs2;2;3;8;10;CO;Field;4;19
CHI_Pot_week.4_plant.6_obs2;2;3;9;5;CHI;Pot;4;6
MAN_Pot_week.4_plant.1_obs2;2;3;9;12;MAN;Pot;4;1
CHI_Pot_week.4_plant.4_obs2;2;4;10;11;CHI;Pot;4;4
MAN_Field_week.4_plant.1_obs2;2;4;10;12;MAN;Field;4;1
MW_Field_week.4_plant.4_obs2;2;4;10;13;MW;Field;4;4
HC_Field_week.4_plant.1_obs2;2;4;10;14;HC;Field;4;1
BSF_Field_week.4_plant.3_obs2;2;4;11;3;BSF;Field;4;3
CO_Pot_week.4_plant.5_obs2;2;4;11;13;CO;Pot;4;5
MW_Pot_week.4_plant.9_obs2;2;4;12;1;MW;Pot;4;9
CO_Field_week.4_plant.1_obs2;2;4;12;2;CO;Field;4;1
CHI_Field_week.4_plant.7_obs2;2;4;12;7;CHI;Field;4;7
MAN_Pot_week.4_plant.7_obs2;2;4;12;10;MAN;Pot;4;7
MAN_Pot_week.4_plant.10_obs2;2;5;13;1;MAN;Pot;4;10
CO_Field_week.4_plant.10_obs2;2;5;13;4;CO;Field;4;10
BSF_Pot_week.4_plant.2_obs2;2;5;13;17;BSF;Pot;4;2
HC_Field_week.4_plant.2_obs2;2;5;14;2;HC;Field;4;2
MW_Pot_week.4_plant.10_obs2;2;5;15;7;MW;Pot;4;10
CHI_Pot_week.4_plant.2_obs2;2;5;15;8;CHI;Pot;4;2
MW_Field_week.4_plant.2_obs2;2;5;15;12;MW;Field;4;2
CO_Pot_week.4_plant.7_obs2;2;5;15;13;CO;Pot;4;7
HC_Pot_week.4_plant.2_obs2;2;5;15;14;HC;Pot;4;2
MAN_Field_week.4_plant.8_obs2;2;6;16;1;MAN;Field;4;8
CHI_Field_week.4_plant.3_obs2;2;6;16;3;CHI;Field;4;3
BSF_Pot_week.4_plant.1_obs2;2;6;16;5;BSF;Pot;4;1
CO_Pot_week.4_plant.2_obs2;2;6;17;5;CO;Pot;4;2
MW_Pot_week.4_plant.4_obs2;2;6;17;7;MW;Pot;4;4
CHI_Pot_week.4_plant.10_obs2;2;6;18;3;CHI;Pot;4;10
BSF_Field_week.4_plant.1_obs2;2;6;18;4;BSF;Field;4;1
HC_Pot_week.4_plant.6_obs2;2;6;18;13;HC;Pot;4;6
MW_Field_week.4_plant.1_obs2;2;6;18;16;MW;Field;4;1
MAN_Pot_week.4_plant.4_obs2;2;7;19;3;MAN;Pot;4;4
CHI_Field_week.4_plant.6_obs2;2;7;19;9;CHI;Field;4;6
MAN_Field_week.4_plant.5_obs2;2;7;19;10;MAN;Field;4;5
BSF_Pot_week.4_plant.4_obs2;2;7;19;12;BSF;Pot;4;4
MW_Pot_week.4_plant.1_obs2;2;7;20;4;MW;Pot;4;1
CO_Field_week.4_plant.7_obs2;2;7;20;9;CO;Field;4;7
HC_Pot_week.4_plant.10_obs2;2;7;20;14;HC;Pot;4;10
HC_Field_week.4_plant.9_obs2;2;7;21;2;HC;Field;4;9
MW_Field_week.4_plant.5_obs2;2;7;21;4;MW;Field;4;5
CO_Pot_week.4_plant.8_obs2;2;7;21;12;CO;Pot;4;8
BSF_Field_week.4_plant.2_obs2;2;7;21;17;BSF;Field;4;2
HC_Field_week.4_plant.4_obs2;2;8;22;1;HC;Field;4;4
BSF_Pot_week.4_plant.3_obs2;2;8;22;17;BSF;Pot;4;3
CHI_Pot_week.4_plant.5_obs2;2;8;23;2;CHI;Pot;4;5
MW_Pot_week.4_plant.8_obs2;2;8;23;6;MW;Pot;4;8
MAN_Field_week.4_plant.9_obs2;2;8;23;7;MAN;Field;4;9
BSF_Field_week.4_plant.6_obs2;2;8;23;9;BSF;Field;4;6
HC_Pot_week.4_plant.4_obs2;2;8;23;12;HC;Pot;4;4
CO_Pot_week.4_plant.4_obs2;2;8;23;17;CO;Pot;4;4
CO_Field_week.4_plant.2_obs2;2;8;24;1;CO;Field;4;2
CHI_Field_week.4_plant.1_obs2;2;8;24;17;CHI;Field;4;1
CO_Field_week.4_plant.9_obs2;2;9;25;8;CO;Field;4;9
MAN_Field_week.4_plant.6_obs2;2;9;25;13;MAN;Field;4;6
BSF_Pot_week.4_plant.6_obs2;2;9;26;1;BSF;Pot;4;6
MAN_Pot_week.4_plant.3_obs2;2;9;27;1;MAN;Pot;4;3
MW_Field_week.4_plant.3_obs2;2;9;27;5;MW;Field;4;3
CHI_Field_week.4_plant.10_obs2;2;9;27;9;CHI;Field;4;10
CO_Pot_week.4_plant.9_obs2;2;9;27;10;CO;Pot;4;9
BSF_Field_week.4_plant.7_obs2;2;9;27;12;BSF;Field;4;7
HC_Pot_week.4_plant.9_obs2;2;9;27;13;HC;Pot;4;9
BSF_Pot_week.4_plant.9_obs2;2;10;28;1;BSF;Pot;4;9
BSF_Field_week.4_plant.8_obs2;2;10;28;9;BSF;Field;4;8
MW_Pot_week.4_plant.5_obs2;2;10;28;10;MW;Pot;4;5
CO_Field_week.4_plant.6_obs2;2;10;28;12;CO;Field;4;6
CHI_Field_week.4_plant.2_obs2;2;10;30;3;CHI;Field;4;2
HC_Field_week.4_plant.3_obs2;2;10;30;4;HC;Field;4;3
HC_Pot_week.4_plant.1_obs2;2;10;30;9;HC;Pot;4;1
CHI_Pot_week.4_plant.3_obs2;2;10;30;12;CHI;Pot;4;3
MAN_Pot_week.4_plant.9_obs2;2;10;30;13;MAN;Pot;4;9
MW_Field_week.4_plant.9_obs2;2;10;30;15;MW;Field;4;9
CHI_Field_week.4_plant.5_obs2;2;11;31;1;CHI;Field;4;5
MW_Field_week.4_plant.10_obs2;2;11;31;2;MW;Field;4;10
HC_Field_week.4_plant.7_obs2;2;11;31;6;HC;Field;4;7
MAN_Pot_week.4_plant.62_obs2;2;11;32;2;MAN;Pot;4;62
CHI_Pot_week.4_plant.1_obs2;2;11;32;3;CHI;Pot;4;1
HC_Field_week.4_plant.52_obs2;2;11;33;5;HC;Field;4;52
CO_Pot_week.4_plant.10_obs2;2;11;33;7;CO;Pot;4;10
BSF_Pot_week.4_plant.10_obs2;2;11;33;10;BSF;Pot;4;10
BSF_Field_week.4_plant.10_obs2;2;11;33;13;BSF;Field;4;10
HC_Pot_week.4_plant.8_obs2;2;11;33;14;HC;Pot;4;8
MW_Pot_week.4_plant.3_obs2;2;11;33;15;MW;Pot;4;3
MAN_Field_week.4_plant.7_obs2;2;11;33;16;MAN;Field;4;7
MAN_Field_week.4_plant.4_obs2;2;12;34;16;MAN;Field;4;4
HC_Pot_week.4_plant.7_obs2;2;12;35;3;HC;Pot;4;7
CO_Field_week.4_plant.3_obs2;2;12;35;5;CO;Field;4;3
MW_Pot_week.4_plant.6_obs2;2;12;35;6;MW;Pot;4;6
BSF_Field_week.4_plant.54_obs2;2;12;35;10;BSF;Field;4;54
MW_Field_week.4_plant.51_obs2;2;12;35;14;MW;Field;4;51
CHI_Field_week.4_plant.9_obs2;2;12;36;4;CHI;Field;4;9
HC_Field_week.4_plant.6_obs2;2;12;36;7;HC;Field;4;6
CO_Pot_week.4_plant.6_obs2;2;12;36;8;CO;Pot;4;6
CHI_Pot_week.4_plant.7_obs2;2;12;36;12;CHI;Pot;4;7
MAN_Pot_week.4_plant.2_obs2;2;12;36;14;MAN;Pot;4;2
MW_Pot_week.4_plant.53_obs2;2;13;37;14;MW;Pot;4;53
CO_Field_week.4_plant.54_obs2;2;13;38;7;CO;Field;4;54
CO_Pot_week.4_plant.68_obs2;2;13;38;9;CO;Pot;4;68
MW_Field_week.4_plant.70_obs2;2;13;38;10;MW;Field;4;70
HC_Pot_week.4_plant.59_obs2;2;13;39;1;HC;Pot;4;59
MAN_Field_week.4_plant.56_obs2;2;13;39;4;MAN;Field;4;56
BSF_Pot_week.4_plant.8_obs2;2;13;39;10;BSF;Pot;4;8
CHI_Field_week.4_plant.51_obs2;2;13;39;13;CHI;Field;4;51
CHI_Pot_week.4_plant.60_obs2;2;13;39;14;CHI;Pot;4;60
HC_Field_week.4_plant.8_obs3;3;1;1;3;HC;Field;4;8
CHI_Field_week.4_plant.8_obs3;3;1;1;4;CHI;Field;4;8
MAN_Pot_week.4_plant.5_obs3;3;1;1;6;MAN;Pot;4;5
CO_Field_week.4_plant.5_obs3;3;1;1;10;CO;Field;4;5
BSF_Pot_week.4_plant.7_obs3;3;1;1;14;BSF;Pot;4;7
MAN_Field_week.4_plant.2_obs3;3;1;1;15;MAN;Field;4;2
CO_Pot_week.4_plant.1_obs3;3;1;2;3;CO;Pot;4;1
BSF_Field_week.4_plant.9_obs3;3;1;3;3;BSF;Field;4;9
MW_Pot_week.4_plant.2_obs3;3;1;3;17;MW;Pot;4;2
MAN_Field_week.4_plant.3_obs3;3;2;4;9;MAN;Field;4;3
MAN_Pot_week.4_plant.6_obs3;3;2;4;13;MAN;Pot;4;6
CO_Pot_week.4_plant.3_obs3;3;2;4;14;CO;Pot;4;3
HC_Field_week.4_plant.5_obs3;3;2;4;17;HC;Field;4;5
HC_Pot_week.4_plant.3_obs3;3;2;5;12;HC;Pot;4;3
CHI_Field_week.4_plant.4_obs3;3;2;6;5;CHI;Field;4;4
CHI_Pot_week.4_plant.9_obs3;3;2;6;6;CHI;Pot;4;9
BSF_Pot_week.4_plant.5_obs3;3;2;6;9;BSF;Pot;4;5
MW_Field_week.4_plant.8_obs3;3;2;6;10;MW;Field;4;8
BSF_Field_week.4_plant.5_obs3;3;2;6;16;BSF;Field;4;5
MAN_Field_week.4_plant.10_obs3;3;3;7;2;MAN;Field;4;10
MW_Pot_week.4_plant.7_obs3;3;3;7;3;MW;Pot;4;7
HC_Pot_week.4_plant.5_obs3;3;3;7;8;HC;Pot;4;5
BSF_Field_week.4_plant.4_obs3;3;3;7;17;BSF;Field;4;4
MW_Field_week.4_plant.6_obs3;3;3;8;2;MW;Field;4;6
CO_Field_week.4_plant.19_obs3;3;3;8;10;CO;Field;4;19
CHI_Pot_week.4_plant.6_obs3;3;3;9;5;CHI;Pot;4;6
MAN_Pot_week.4_plant.1_obs3;3;3;9;12;MAN;Pot;4;1
CHI_Pot_week.4_plant.4_obs3;3;4;10;11;CHI;Pot;4;4
MAN_Field_week.4_plant.1_obs3;3;4;10;12;MAN;Field;4;1
MW_Field_week.4_plant.4_obs3;3;4;10;13;MW;Field;4;4
HC_Field_week.4_plant.1_obs3;3;4;10;14;HC;Field;4;1
BSF_Field_week.4_plant.3_obs3;3;4;11;3;BSF;Field;4;3
CO_Pot_week.4_plant.5_obs3;3;4;11;13;CO;Pot;4;5
MW_Pot_week.4_plant.9_obs3;3;4;12;1;MW;Pot;4;9
CO_Field_week.4_plant.1_obs3;3;4;12;2;CO;Field;4;1
CHI_Field_week.4_plant.7_obs3;3;4;12;7;CHI;Field;4;7
MAN_Pot_week.4_plant.7_obs3;3;4;12;10;MAN;Pot;4;7
MAN_Pot_week.4_plant.10_obs3;3;5;13;1;MAN;Pot;4;10
CO_Field_week.4_plant.10_obs3;3;5;13;4;CO;Field;4;10
BSF_Pot_week.4_plant.2_obs3;3;5;13;17;BSF;Pot;4;2
MW_Pot_week.4_plant.10_obs3;3;5;15;7;MW;Pot;4;10
CHI_Pot_week.4_plant.2_obs3;3;5;15;8;CHI;Pot;4;2
MW_Field_week.4_plant.2_obs3;3;5;15;12;MW;Field;4;2
CO_Pot_week.4_plant.7_obs3;3;5;15;13;CO;Pot;4;7
HC_Pot_week.4_plant.2_obs3;3;5;15;14;HC;Pot;4;2
MAN_Field_week.4_plant.8_obs3;3;6;16;1;MAN;Field;4;8
CHI_Field_week.4_plant.3_obs3;3;6;16;3;CHI;Field;4;3
BSF_Pot_week.4_plant.1_obs3;3;6;16;5;BSF;Pot;4;1
CO_Pot_week.4_plant.2_obs3;3;6;17;5;CO;Pot;4;2
MW_Pot_week.4_plant.4_obs3;3;6;17;7;MW;Pot;4;4
CHI_Pot_week.4_plant.10_obs3;3;6;18;3;CHI;Pot;4;10
BSF_Field_week.4_plant.1_obs3;3;6;18;4;BSF;Field;4;1
HC_Pot_week.4_plant.6_obs3;3;6;18;13;HC;Pot;4;6
MW_Field_week.4_plant.1_obs3;3;6;18;16;MW;Field;4;1
MAN_Pot_week.4_plant.4_obs3;3;7;19;3;MAN;Pot;4;4
CHI_Field_week.4_plant.6_obs3;3;7;19;9;CHI;Field;4;6
MAN_Field_week.4_plant.5_obs3;3;7;19;10;MAN;Field;4;5
BSF_Pot_week.4_plant.4_obs3;3;7;19;12;BSF;Pot;4;4
MW_Pot_week.4_plant.1_obs3;3;7;20;4;MW;Pot;4;1
CO_Field_week.4_plant.7_obs3;3;7;20;9;CO;Field;4;7
HC_Pot_week.4_plant.10_obs3;3;7;20;14;HC;Pot;4;10
HC_Field_week.4_plant.9_obs3;3;7;21;2;HC;Field;4;9
MW_Field_week.4_plant.5_obs3;3;7;21;4;MW;Field;4;5
CO_Pot_week.4_plant.8_obs3;3;7;21;12;CO;Pot;4;8
BSF_Field_week.4_plant.2_obs3;3;7;21;17;BSF;Field;4;2
HC_Field_week.4_plant.4_obs3;3;8;22;1;HC;Field;4;4
BSF_Pot_week.4_plant.3_obs3;3;8;22;17;BSF;Pot;4;3
CHI_Pot_week.4_plant.5_obs3;3;8;23;2;CHI;Pot;4;5
MW_Pot_week.4_plant.8_obs3;3;8;23;6;MW;Pot;4;8
MAN_Field_week.4_plant.9_obs3;3;8;23;7;MAN;Field;4;9
BSF_Field_week.4_plant.6_obs3;3;8;23;9;BSF;Field;4;6
HC_Pot_week.4_plant.4_obs3;3;8;23;12;HC;Pot;4;4
CO_Pot_week.4_plant.4_obs3;3;8;23;17;CO;Pot;4;4
CO_Field_week.4_plant.2_obs3;3;8;24;1;CO;Field;4;2
CHI_Field_week.4_plant.1_obs3;3;8;24;17;CHI;Field;4;1
CO_Field_week.4_plant.9_obs3;3;9;25;8;CO;Field;4;9
BSF_Pot_week.4_plant.6_obs3;3;9;26;1;BSF;Pot;4;6
MAN_Pot_week.4_plant.3_obs3;3;9;27;1;MAN;Pot;4;3
MW_Field_week.4_plant.3_obs3;3;9;27;5;MW;Field;4;3
CHI_Field_week.4_plant.10_obs3;3;9;27;9;CHI;Field;4;10
CO_Pot_week.4_plant.9_obs3;3;9;27;10;CO;Pot;4;9
BSF_Field_week.4_plant.7_obs3;3;9;27;12;BSF;Field;4;7
HC_Pot_week.4_plant.9_obs3;3;9;27;13;HC;Pot;4;9
BSF_Pot_week.4_plant.9_obs3;3;10;28;1;BSF;Pot;4;9
BSF_Field_week.4_plant.8_obs3;3;10;28;9;BSF;Field;4;8
MW_Pot_week.4_plant.5_obs3;3;10;28;10;MW;Pot;4;5
CO_Field_week.4_plant.6_obs3;3;10;28;12;CO;Field;4;6
CHI_Field_week.4_plant.2_obs3;3;10;30;3;CHI;Field;4;2
HC_Field_week.4_plant.3_obs3;3;10;30;4;HC;Field;4;3
HC_Pot_week.4_plant.1_obs3;3;10;30;9;HC;Pot;4;1
CHI_Pot_week.4_plant.3_obs3;3;10;30;12;CHI;Pot;4;3
MAN_Pot_week.4_plant.9_obs3;3;10;30;13;MAN;Pot;4;9
MW_Field_week.4_plant.9_obs3;3;10;30;15;MW;Field;4;9
CHI_Field_week.4_plant.5_obs3;3;11;31;1;CHI;Field;4;5
HC_Field_week.4_plant.7_obs3;3;11;31;6;HC;Field;4;7
MAN_Pot_week.4_plant.62_obs3;3;11;32;2;MAN;Pot;4;62
CHI_Pot_week.4_plant.1_obs3;3;11;32;3;CHI;Pot;4;1
HC_Field_week.4_plant.52_obs3;3;11;33;5;HC;Field;4;52
CO_Pot_week.4_plant.10_obs3;3;11;33;7;CO;Pot;4;10
BSF_Pot_week.4_plant.10_obs3;3;11;33;10;BSF;Pot;4;10
BSF_Field_week.4_plant.10_obs3;3;11;33;13;BSF;Field;4;10
